product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
Lakme Neem Face Wash #1257,Mask,VLCC,"Anti-Aging, Hydrating, Glow",Normal,Rs 572,"This cleanser helps with Brightening, Acne-Free and suits Normal skin.",20,1,0,0,1,1
Mamaearth Skin Whitening Gel Cream #1258,Cleanser,Mamaearth,"Refreshing, Deep Clean, Soothing",Combination,Rs 454,"This face wash helps with Glow, Acne-Free and suits Oily skin.",12,0,0,1,0,1
Khadi Natural Blush & Glow Face Wash #1259,Gel,VLCC,"Glow, Anti-Aging, Pore-Care",Combination,Rs 177,"This gel helps with Refreshing, Brightening and suits Normal skin.",13,1,1,0,1,1
Lotus Herbals Potion Face Wash #1260,Cleanser,Lotus Herbals,"Brightening, Anti-Aging, Hydrating",Combination,Rs 202,"This gel helps with Deep Clean, Acne-Free and suits Combination skin.",16,1,1,1,1,0
Himalaya Potion Face Wash #1261,Gel,Forest Essentials,"Nourishing, Hydrating, Brightening",Normal,Rs 414,"This face wash helps with Hydrating, Soothing and suits Oily skin.",21,1,1,0,1,0
Biotique Vitamin C Face Wash #1262,Cream,Khadi Natural,"Glow, Hydrating, Soothing",Dry,Rs 371,"This cream helps with Refreshing, Hydrating and suits Combination skin.",12,1,1,1,1,1
Lakme Potion Face Wash #1263,Cleanser,Patanjali,"Refreshing, Pore-Care, Soothing",Oily,Rs 956,"This cleanser helps with Refreshing, Brightening and suits Oily skin.",16,0,1,0,1,0
Biotique Potion Face Wash #1264,Mask,VLCC,"Refreshing, Hydrating, Anti-Aging",Normal,Rs 930,"This gel helps with Glow, Nourishing and suits Oily skin.",14,0,1,1,0,1
Forest Essentials Aloe Vera Gel #1265,Gel,Biotique,"Acne-Free, Hydrating, Brightening",Oily,Rs 552,"This cream helps with Deep Clean, Anti-Aging and suits Oily skin.",18,0,1,0,1,1
VLCC Aloe Vera Gel #1266,Face Wash,Biotique,"Refreshing, Brightening, Acne-Free",Oily,Rs 928,"This cream helps with Refreshing, Anti-Aging and suits Dry skin.",10,0,1,0,1,0
Himalaya Blush & Glow Face Wash #1267,Gel,Mamaearth,"Hydrating, Refreshing, Soothing",Dry,Rs 863,"This mask helps with Deep Clean, Glow and suits Normal skin.",18,0,1,1,1,1
Khadi Natural Advanced Fairness Face Wash #1268,Gel,VLCC,"Acne-Free, Nourishing, Refreshing",Combination,Rs 531,"This cream helps with Refreshing, Soothing and suits Oily skin.",22,1,0,1,1,1
Nykaa Skin Brightening Face Wash #1269,Cream,Nykaa,"Pore-Care, Brightening, Acne-Free",Normal,Rs 325,"This cleanser helps with Refreshing, Glow and suits Combination skin.",21,1,0,1,0,0
Nykaa Aloe Vera Gel #1270,Face Wash,Mamaearth,"Anti-Aging, Nourishing, Refreshing",Normal,Rs 574,"This face wash helps with Deep Clean, Brightening and suits Combination skin.",22,0,1,0,0,1
Mamaearth Neem Face Wash #1271,Cleanser,Forest Essentials,"Pore-Care, Deep Clean, Refreshing",Normal,Rs 488,"This face wash helps with Hydrating, Acne-Free and suits Oily skin.",15,1,0,0,0,0
Biotique Radiance Cream #1272,Cream,Biotique,"Brightening, Anti-Aging, Hydrating",Combination,Rs 916,"This cleanser helps with Nourishing, Refreshing and suits Normal skin.",24,0,1,0,0,1
Mamaearth Vitamin C Face Wash #1273,Mask,Nykaa,"Deep Clean, Refreshing, Soothing",Dry,Rs 351,"This cream helps with Anti-Aging, Pore-Care and suits Combination skin.",22,0,1,0,0,0
Biotique Skin Brightening Face Wash #1274,Gel,Himalaya,"Soothing, Glow, Hydrating",Oily,Rs 179,"This cream helps with Hydrating, Soothing and suits Normal skin.",12,1,0,1,1,1
Nykaa Advanced Fairness Face Wash #1275,Cleanser,Lakme,"Brightening, Nourishing, Deep Clean",Sensitive,Rs 511,"This gel helps with Acne-Free, Glow and suits Combination skin.",17,0,0,0,0,1
Nykaa Vitamin C Face Wash #1276,Gel,Mamaearth,"Brightening, Deep Clean, Refreshing",Normal,Rs 898,"This mask helps with Soothing, Glow and suits Dry skin.",15,0,1,1,0,0
Nykaa Blush & Glow Face Wash #1277,Mask,Biotique,"Soothing, Acne-Free, Glow",Dry,Rs 750,"This gel helps with Refreshing, Nourishing and suits Combination skin.",16,1,0,1,0,1
Khadi Natural Skin Brightening Face Wash #1278,Gel,Lotus Herbals,"Pore-Care, Deep Clean, Glow",Sensitive,Rs 472,"This gel helps with Deep Clean, Hydrating and suits Sensitive skin.",16,1,0,0,1,0
Khadi Natural Blush & Glow Face Wash #1279,Mask,VLCC,"Nourishing, Hydrating, Acne-Free",Normal,Rs 569,"This cleanser helps with Acne-Free, Hydrating and suits Combination skin.",14,0,0,0,1,0
Forest Essentials Herbal Face Wash #1280,Cleanser,Nykaa,"Deep Clean, Glow, Soothing",Oily,Rs 159,"This cream helps with Nourishing, Anti-Aging and suits Dry skin.",15,1,0,0,1,1
Lakme Potion Face Wash #1281,Cream,VLCC,"Acne-Free, Refreshing, Hydrating",Sensitive,Rs 700,"This cleanser helps with Acne-Free, Nourishing and suits Normal skin.",20,0,0,0,0,1
Patanjali Blush & Glow Face Wash #1282,Cream,Himalaya,"Soothing, Hydrating, Refreshing",Combination,Rs 331,"This cream helps with Brightening, Glow and suits Dry skin.",23,1,0,1,0,1
Patanjali Neem Face Wash #1283,Cream,Biotique,"Pore-Care, Glow, Hydrating",Normal,Rs 196,"This gel helps with Hydrating, Acne-Free and suits Combination skin.",11,1,1,0,1,0
Forest Essentials Blush & Glow Face Wash #1284,Mask,Himalaya,"Brightening, Acne-Free, Pore-Care",Combination,Rs 499,"This cleanser helps with Hydrating, Pore-Care and suits Combination skin.",23,1,0,1,0,0
Himalaya Advanced Fairness Face Wash #1285,Cream,Patanjali,"Glow, Deep Clean, Pore-Care",Sensitive,Rs 928,"This cream helps with Anti-Aging, Pore-Care and suits Oily skin.",10,1,0,0,0,0
Himalaya Skin Whitening Gel Cream #1286,Gel,Lotus Herbals,"Deep Clean, Pore-Care, Anti-Aging",Combination,Rs 830,"This face wash helps with Glow, Nourishing and suits Normal skin.",21,0,0,0,1,1
Lakme Skin Whitening Gel Cream #1287,Face Wash,Lakme,"Nourishing, Soothing, Brightening",Sensitive,Rs 289,"This gel helps with Refreshing, Pore-Care and suits Oily skin.",13,0,1,1,1,0
Lakme Neem Face Wash #1288,Cream,Patanjali,"Nourishing, Soothing, Anti-Aging",Oily,Rs 888,"This mask helps with Refreshing, Brightening and suits Dry skin.",22,0,0,0,0,0
Himalaya Advanced Fairness Face Wash #1289,Gel,Patanjali,"Deep Clean, Nourishing, Refreshing",Normal,Rs 679,"This cream helps with Nourishing, Glow and suits Sensitive skin.",13,1,1,1,1,1
Nykaa Potion Face Wash #1290,Mask,Mamaearth,"Hydrating, Pore-Care, Glow",Normal,Rs 919,"This cream helps with Hydrating, Acne-Free and suits Combination skin.",13,1,1,1,0,1
Biotique Potion Face Wash #1291,Cream,Biotique,"Acne-Free, Glow, Nourishing",Oily,Rs 489,"This cream helps with Anti-Aging, Nourishing and suits Normal skin.",17,0,0,1,0,0
Forest Essentials Advanced Fairness Face Wash #1292,Face Wash,Patanjali,"Pore-Care, Glow, Hydrating",Sensitive,Rs 400,"This face wash helps with Nourishing, Refreshing and suits Sensitive skin.",21,0,1,0,0,0
Biotique Aloe Vera Gel #1293,Face Wash,Nykaa,"Anti-Aging, Brightening, Deep Clean",Dry,Rs 878,"This mask helps with Brightening, Hydrating and suits Oily skin.",16,0,0,0,1,0
Khadi Natural Vitamin C Face Wash #1294,Face Wash,Khadi Natural,"Deep Clean, Pore-Care, Anti-Aging",Oily,Rs 531,"This cream helps with Brightening, Pore-Care and suits Oily skin.",17,1,1,1,1,0
Biotique Skin Whitening Gel Cream #1295,Gel,VLCC,"Soothing, Deep Clean, Glow",Oily,Rs 661,"This cleanser helps with Soothing, Anti-Aging and suits Oily skin.",17,1,1,0,0,0
Khadi Natural Advanced Fairness Face Wash #1296,Cream,Biotique,"Refreshing, Acne-Free, Anti-Aging",Sensitive,Rs 513,"This mask helps with Nourishing, Pore-Care and suits Sensitive skin.",19,1,1,0,0,0
Nykaa Aloe Vera Gel #1297,Gel,Nykaa,"Soothing, Refreshing, Glow",Oily,Rs 331,"This face wash helps with Glow, Hydrating and suits Oily skin.",12,0,1,1,0,0
VLCC Advanced Fairness Face Wash #1298,Mask,Patanjali,"Acne-Free, Nourishing, Glow",Dry,Rs 280,"This cream helps with Anti-Aging, Hydrating and suits Dry skin.",14,1,0,1,0,1
Mamaearth Herbal Face Wash #1299,Cleanser,Patanjali,"Brightening, Soothing, Anti-Aging",Dry,Rs 664,"This face wash helps with Pore-Care, Deep Clean and suits Normal skin.",13,1,1,1,1,1
Patanjali Aloe Vera Gel #1300,Gel,Khadi Natural,"Anti-Aging, Deep Clean, Glow",Oily,Rs 161,"This cream helps with Anti-Aging, Glow and suits Oily skin.",13,0,0,0,1,0
Lotus Herbals Advanced Fairness Face Wash #1301,Gel,Nykaa,"Brightening, Glow, Deep Clean",Oily,Rs 178,"This face wash helps with Nourishing, Soothing and suits Oily skin.",24,0,1,1,0,1
Lotus Herbals Aloe Vera Gel #1302,Cream,VLCC,"Anti-Aging, Glow, Acne-Free",Normal,Rs 396,"This gel helps with Soothing, Acne-Free and suits Sensitive skin.",18,1,0,0,0,0
Biotique Skin Whitening Gel Cream #1303,Cream,Lotus Herbals,"Pore-Care, Hydrating, Nourishing",Dry,Rs 474,"This cream helps with Pore-Care, Soothing and suits Normal skin.",11,1,0,1,1,0
Himalaya Neem Face Wash #1304,Cleanser,Forest Essentials,"Deep Clean, Hydrating, Soothing",Combination,Rs 205,"This cream helps with Refreshing, Anti-Aging and suits Combination skin.",12,1,0,0,0,0
Lakme Blush & Glow Face Wash #1305,Face Wash,Nykaa,"Hydrating, Pore-Care, Acne-Free",Combination,Rs 424,"This cream helps with Acne-Free, Refreshing and suits Normal skin.",18,1,1,1,1,1
Forest Essentials Aloe Vera Gel #1306,Gel,VLCC,"Pore-Care, Anti-Aging, Brightening",Sensitive,Rs 611,"This face wash helps with Refreshing, Anti-Aging and suits Dry skin.",12,0,1,0,1,0
Forest Essentials Skin Brightening Face Wash #1307,Cleanser,Lotus Herbals,"Glow, Hydrating, Soothing",Combination,Rs 567,"This cleanser helps with Acne-Free, Glow and suits Combination skin.",23,0,1,0,1,0
Khadi Natural Blush & Glow Face Wash #1308,Mask,Nykaa,"Soothing, Glow, Refreshing",Sensitive,Rs 472,"This cream helps with Deep Clean, Glow and suits Sensitive skin.",21,1,1,1,1,1
Lakme Skin Brightening Face Wash #1309,Mask,Himalaya,"Deep Clean, Anti-Aging, Nourishing",Sensitive,Rs 372,"This cream helps with Brightening, Acne-Free and suits Sensitive skin.",16,1,0,1,1,0
Forest Essentials Advanced Fairness Face Wash #1310,Gel,Himalaya,"Glow, Soothing, Brightening",Normal,Rs 497,"This face wash helps with Nourishing, Refreshing and suits Sensitive skin.",23,1,1,0,1,0
VLCC Aloe Vera Gel #1311,Cleanser,Nykaa,"Nourishing, Deep Clean, Refreshing",Dry,Rs 766,"This mask helps with Refreshing, Pore-Care and suits Oily skin.",14,1,1,0,1,0
Lakme Radiance Cream #1312,Mask,Mamaearth,"Glow, Acne-Free, Pore-Care",Oily,Rs 829,"This cream helps with Anti-Aging, Glow and suits Dry skin.",24,0,0,0,0,0
Himalaya Blush & Glow Face Wash #1313,Face Wash,Lakme,"Acne-Free, Brightening, Anti-Aging",Oily,Rs 968,"This mask helps with Brightening, Pore-Care and suits Normal skin.",20,0,0,1,0,1
Mamaearth Skin Whitening Gel Cream #1314,Gel,Forest Essentials,"Acne-Free, Refreshing, Nourishing",Combination,Rs 120,"This mask helps with Acne-Free, Hydrating and suits Sensitive skin.",19,1,0,1,1,0
Lotus Herbals Skin Whitening Gel Cream #1315,Mask,Lakme,"Refreshing, Brightening, Hydrating",Sensitive,Rs 780,"This cream helps with Pore-Care, Deep Clean and suits Oily skin.",10,0,1,1,1,1
Lotus Herbals Blush & Glow Face Wash #1316,Mask,Mamaearth,"Nourishing, Brightening, Anti-Aging",Combination,Rs 312,"This cleanser helps with Nourishing, Acne-Free and suits Normal skin.",22,1,0,1,0,1
Himalaya Aloe Vera Gel #1317,Cleanser,Lakme,"Nourishing, Glow, Acne-Free",Combination,Rs 139,"This cream helps with Deep Clean, Acne-Free and suits Combination skin.",21,0,0,0,0,1
Lakme Skin Whitening Gel Cream #1318,Cleanser,Lakme,"Glow, Anti-Aging, Acne-Free",Normal,Rs 891,"This face wash helps with Glow, Anti-Aging and suits Sensitive skin.",18,0,1,0,0,0
Mamaearth Potion Face Wash #1319,Cream,Lakme,"Acne-Free, Nourishing, Soothing",Normal,Rs 163,"This cleanser helps with Deep Clean, Soothing and suits Sensitive skin.",14,1,0,0,1,1
Biotique Potion Face Wash #1320,Cream,Nykaa,"Soothing, Anti-Aging, Brightening",Combination,Rs 482,"This cleanser helps with Refreshing, Soothing and suits Combination skin.",16,1,0,1,0,0
Lotus Herbals Skin Whitening Gel Cream #1321,Gel,Nykaa,"Deep Clean, Hydrating, Nourishing",Sensitive,Rs 383,"This gel helps with Pore-Care, Refreshing and suits Dry skin.",17,1,1,0,0,1
Mamaearth Radiance Cream #1322,Cleanser,VLCC,"Anti-Aging, Nourishing, Glow",Sensitive,Rs 223,"This face wash helps with Acne-Free, Soothing and suits Oily skin.",10,1,1,1,1,0
Patanjali Herbal Face Wash #1323,Mask,Biotique,"Refreshing, Nourishing, Glow",Sensitive,Rs 920,"This face wash helps with Anti-Aging, Pore-Care and suits Dry skin.",15,1,1,1,1,0
Himalaya Blush & Glow Face Wash #1324,Cleanser,Nykaa,"Glow, Brightening, Nourishing",Oily,Rs 860,"This cleanser helps with Deep Clean, Glow and suits Combination skin.",11,0,1,1,1,0
Biotique Potion Face Wash #1325,Gel,VLCC,"Deep Clean, Soothing, Pore-Care",Oily,Rs 732,"This cleanser helps with Soothing, Anti-Aging and suits Normal skin.",11,0,1,0,0,0
Himalaya Radiance Cream #1326,Mask,Patanjali,"Pore-Care, Brightening, Nourishing",Normal,Rs 865,"This cream helps with Glow, Refreshing and suits Sensitive skin.",15,0,1,0,0,1
Mamaearth Advanced Fairness Face Wash #1327,Face Wash,Mamaearth,"Pore-Care, Deep Clean, Soothing",Combination,Rs 261,"This cream helps with Pore-Care, Glow and suits Oily skin.",14,1,1,1,0,1
Lotus Herbals Advanced Fairness Face Wash #1328,Cream,Khadi Natural,"Pore-Care, Anti-Aging, Brightening",Normal,Rs 232,"This face wash helps with Hydrating, Nourishing and suits Oily skin.",16,1,1,1,1,0
Nykaa Blush & Glow Face Wash #1329,Mask,VLCC,"Brightening, Acne-Free, Anti-Aging",Sensitive,Rs 589,"This face wash helps with Deep Clean, Refreshing and suits Dry skin.",24,0,1,1,0,1
Patanjali Radiance Cream #1330,Mask,Himalaya,"Deep Clean, Brightening, Soothing",Sensitive,Rs 639,"This cleanser helps with Refreshing, Glow and suits Combination skin.",11,1,1,1,0,0
Lotus Herbals Radiance Cream #1331,Cream,Biotique,"Nourishing, Refreshing, Deep Clean",Oily,Rs 349,"This cream helps with Nourishing, Soothing and suits Oily skin.",20,1,0,1,1,0
Patanjali Skin Brightening Face Wash #1332,Cream,Nykaa,"Acne-Free, Refreshing, Pore-Care",Combination,Rs 294,"This face wash helps with Glow, Refreshing and suits Dry skin.",13,1,1,1,1,0
Patanjali Herbal Face Wash #1333,Cream,Forest Essentials,"Hydrating, Soothing, Nourishing",Combination,Rs 326,"This cream helps with Soothing, Brightening and suits Normal skin.",20,1,0,1,0,0
Himalaya Herbal Face Wash #1334,Cleanser,Forest Essentials,"Refreshing, Acne-Free, Anti-Aging",Dry,Rs 821,"This face wash helps with Brightening, Soothing and suits Oily skin.",10,0,1,1,0,0
Himalaya Skin Brightening Face Wash #1335,Face Wash,Forest Essentials,"Brightening, Soothing, Pore-Care",Normal,Rs 880,"This face wash helps with Nourishing, Soothing and suits Normal skin.",11,0,1,0,0,1
Himalaya Herbal Face Wash #1336,Face Wash,VLCC,"Anti-Aging, Brightening, Pore-Care",Dry,Rs 917,"This cream helps with Pore-Care, Deep Clean and suits Dry skin.",19,0,0,1,0,0
Himalaya Aloe Vera Gel #1337,Mask,VLCC,"Refreshing, Pore-Care, Anti-Aging",Sensitive,Rs 926,"This mask helps with Anti-Aging, Pore-Care and suits Dry skin.",14,0,0,0,0,0
Khadi Natural Blush & Glow Face Wash #1338,Face Wash,Nykaa,"Hydrating, Deep Clean, Refreshing",Sensitive,Rs 509,"This face wash helps with Brightening, Glow and suits Combination skin.",24,0,0,0,1,1
Himalaya Herbal Face Wash #1339,Gel,Patanjali,"Nourishing, Refreshing, Pore-Care",Combination,Rs 141,"This gel helps with Anti-Aging, Hydrating and suits Normal skin.",23,1,0,0,1,0
Khadi Natural Herbal Face Wash #1340,Face Wash,Biotique,"Brightening, Refreshing, Glow",Combination,Rs 452,"This mask helps with Anti-Aging, Brightening and suits Sensitive skin.",20,1,0,0,0,0
Mamaearth Blush & Glow Face Wash #1341,Mask,Lakme,"Hydrating, Deep Clean, Nourishing",Sensitive,Rs 963,"This mask helps with Brightening, Soothing and suits Sensitive skin.",23,1,1,0,0,0
Forest Essentials Potion Face Wash #1342,Cleanser,Nykaa,"Glow, Nourishing, Pore-Care",Dry,Rs 343,"This face wash helps with Acne-Free, Refreshing and suits Oily skin.",13,0,0,1,1,1
Biotique Potion Face Wash #1343,Face Wash,Forest Essentials,"Deep Clean, Soothing, Anti-Aging",Sensitive,Rs 990,"This cream helps with Soothing, Nourishing and suits Oily skin.",10,1,0,1,0,1
Biotique Skin Whitening Gel Cream #1344,Cleanser,Nykaa,"Anti-Aging, Brightening, Hydrating",Oily,Rs 561,"This face wash helps with Brightening, Nourishing and suits Oily skin.",24,1,1,0,1,1
Himalaya Potion Face Wash #1345,Face Wash,Mamaearth,"Hydrating, Refreshing, Brightening",Dry,Rs 340,"This gel helps with Soothing, Glow and suits Sensitive skin.",24,0,1,1,0,1
Forest Essentials Skin Whitening Gel Cream #1346,Mask,Mamaearth,"Acne-Free, Deep Clean, Hydrating",Oily,Rs 992,"This face wash helps with Pore-Care, Brightening and suits Normal skin.",19,0,0,0,0,0
Himalaya Skin Whitening Gel Cream #1347,Face Wash,VLCC,"Pore-Care, Refreshing, Deep Clean",Dry,Rs 250,"This cleanser helps with Refreshing, Anti-Aging and suits Sensitive skin.",17,0,1,0,0,1
Nykaa Aloe Vera Gel #1348,Face Wash,Nykaa,"Refreshing, Brightening, Glow",Oily,Rs 329,"This mask helps with Brightening, Pore-Care and suits Oily skin.",16,0,0,1,0,1
Patanjali Radiance Cream #1349,Cream,Himalaya,"Glow, Brightening, Hydrating",Normal,Rs 771,"This cream helps with Hydrating, Pore-Care and suits Combination skin.",21,1,1,1,0,1
Patanjali Advanced Fairness Face Wash #1350,Gel,Himalaya,"Deep Clean, Pore-Care, Brightening",Sensitive,Rs 422,"This gel helps with Glow, Anti-Aging and suits Sensitive skin.",20,1,1,0,1,1
Mamaearth Potion Face Wash #1351,Face Wash,Lakme,"Hydrating, Brightening, Anti-Aging",Combination,Rs 810,"This gel helps with Hydrating, Deep Clean and suits Dry skin.",18,1,1,1,0,0
Biotique Potion Face Wash #1352,Face Wash,Lotus Herbals,"Brightening, Soothing, Anti-Aging",Oily,Rs 655,"This cream helps with Soothing, Hydrating and suits Dry skin.",23,0,0,0,1,1
Himalaya Skin Whitening Gel Cream #1353,Cleanser,Biotique,"Deep Clean, Pore-Care, Anti-Aging",Sensitive,Rs 880,"This cream helps with Pore-Care, Nourishing and suits Normal skin.",19,1,0,1,1,0
Nykaa Radiance Cream #1354,Face Wash,Himalaya,"Glow, Nourishing, Soothing",Normal,Rs 115,"This cream helps with Brightening, Deep Clean and suits Dry skin.",12,0,1,0,1,0
Lotus Herbals Skin Whitening Gel Cream #1355,Cream,Lotus Herbals,"Hydrating, Anti-Aging, Brightening",Combination,Rs 800,"This face wash helps with Refreshing, Brightening and suits Normal skin.",12,0,1,1,1,0
Himalaya Skin Whitening Gel Cream #1356,Cream,Patanjali,"Acne-Free, Nourishing, Glow",Oily,Rs 936,"This gel helps with Anti-Aging, Acne-Free and suits Dry skin.",14,0,1,1,0,1
Patanjali Skin Brightening Face Wash #1357,Cream,Forest Essentials,"Pore-Care, Hydrating, Acne-Free",Combination,Rs 574,"This mask helps with Soothing, Anti-Aging and suits Sensitive skin.",18,1,0,1,1,1
Khadi Natural Potion Face Wash #1358,Cream,Patanjali,"Refreshing, Nourishing, Hydrating",Normal,Rs 757,"This face wash helps with Hydrating, Nourishing and suits Sensitive skin.",19,1,1,1,1,0
Patanjali Skin Whitening Gel Cream #1359,Face Wash,Himalaya,"Acne-Free, Pore-Care, Refreshing",Dry,Rs 236,"This mask helps with Brightening, Deep Clean and suits Combination skin.",13,1,1,0,0,1
Lotus Herbals Advanced Fairness Face Wash #1360,Gel,Biotique,"Pore-Care, Soothing, Refreshing",Combination,Rs 402,"This cream helps with Pore-Care, Brightening and suits Oily skin.",24,0,1,0,1,1
Himalaya Radiance Cream #1361,Cream,Lotus Herbals,"Nourishing, Acne-Free, Hydrating",Oily,Rs 130,"This cleanser helps with Brightening, Refreshing and suits Combination skin.",20,0,0,1,0,1
Khadi Natural Blush & Glow Face Wash #1362,Mask,Himalaya,"Soothing, Anti-Aging, Deep Clean",Oily,Rs 739,"This face wash helps with Deep Clean, Pore-Care and suits Oily skin.",10,0,1,1,0,1
Khadi Natural Blush & Glow Face Wash #1363,Gel,Patanjali,"Glow, Hydrating, Deep Clean",Sensitive,Rs 775,"This face wash helps with Deep Clean, Hydrating and suits Dry skin.",24,1,1,1,1,0
Lakme Advanced Fairness Face Wash #1364,Mask,VLCC,"Deep Clean, Nourishing, Anti-Aging",Oily,Rs 825,"This face wash helps with Acne-Free, Soothing and suits Oily skin.",13,0,1,1,1,0
